# Flag registry.  <lesson-id><TAB>sha256("kestrel-station-7" + flag)
# Plaintext flags live ONLY in each lesson's solutions.md.
# Add a row when a Flag-tier exercise is authored:
#   printf '%s%s' 'kestrel-station-7' 'KESTREL{...}' | sha256sum
00/04	2881af2449b763a832484539c98bb42f8fb9b73660a171a5e7dac2be67d00f70
01/07	c8528f3e20fe09d851726c0f93e668deb83fefcc425373a62c50c7e50511e063
